survey_year,ResponseId,StartDate,RecordedDate,Status,Finished,Duration_sec,Progress,DistributionChannel,Grad_year,Major_raw,Major1,Major2,Minor_raw,Minor1,Major_minor_inferred,Transfer_student,Gender,Race_ethnicity,Participant_code,EndDate,Consent,CE_definition_text,CE_define_open,CESA_1,CESA_2,CESA_3,CESA_4,CESA_5,CESA_6,CESA_7,CESA_8,CESA_9,CESA_10,Community_ref,Community_ref_other,Volunteer_yn,Volunteer_hrs_month,Civic_duty_1,Civic_duty_2,Civic_duty_3,Civic_duty_4,Civic_duty_5,Civic_duty_6,CE_activity_1,CE_activity_2,CE_activity_3,CE_activity_4,CE_activity_5,CE_activity_6,Media_CE_activities,Local_news_yn,Local_news_which,Local_news_connected,Local_news_CE_yn,CE_campus_1,CE_campus_2,CE_campus_3,CE_campus_4,CE_campus_5,CE_campus_6,CE_campus_7,CE_campus_8,Know_WC_CE_mission,Agree_CE_mission,WC_meeting_CE_mission,WC_CE_resources,Overall_CE_rating
SP25,R_6k66pj70RcyrOfv,2025-03-27 18:09:57,2025-03-27 18:32:43,IP Address,True,1364,100,anonymous,2028,Human Development with a certification,HDS,-9,-9,-9,-9,0,4,European American or White,60,2025-03-27 18:32:42,Yes (continue to survey),-9,"Talking with people in the community,Teaching or mentorship,Service-learning experiences with a class",2,4,3,3,2,2,4,4,3,4,The Chestertown or local community,-9,1,Less than 4 hours per month,3,3,2,3,4,4,1,3,1,1,3,3,"Following accounts/pages that post about current events,Reposting information regarding current events to your story/page/etc.,Signing online petitions,Posting your own opinions regarding current events,Debating opinions or ideas with others with whom you disagree,Following elected officials or other representatives on social media,Liking posts regarding current events",0,-9,-9,4,4,3,3,4,4,4,3,3,0,1,1,1,3
SP25,R_3alDSpVL3AQKyOR,2025-03-28 05:47:56,2025-03-28 05:57:41,IP Address,True,585,100,anonymous,2027,English,ENG,-9,"Journalism, Editing, and Publishing ",OTHER:JOURNALISM; OTHER:EDITING; OTHER:AND_PUBLISHING,-9,0,2,European American or White,,2025-03-28 05:57:41,Yes (continue to survey),-9,"Voting,Political engagement,Talking with people in the community,Teaching or mentorship,Fundraising,Making donations to charities,Volunteering or doing community service,Protesting or rallying,Activism or awareness raising activities,Attending community arts and culture events,Contributing to community businesses with a social cause",4,4,4,3,3,3,4,4,4,4,The Chestertown or local community,-9,0,-9,4,4,4,4,4,4,3,3,1,3,3,1,-9,1,"The Elm,The Chestertown Spy",5,4,5,4,5,5,4,4,3,4,0,1,0,1,3
SP25,R_2hWprCDjKBstN6P,2025-03-28 06:05:49,2025-03-28 06:17:09,IP Address,True,679,100,anonymous,2026,Art History,ART,-9,MFCE,MFCE,-9,0,2,European American or White,,2025-03-28 06:17:09,Yes (continue to survey),-9,"Voting,Political engagement,Talking with people in the community,Volunteering or doing community service,Protesting or rallying,Activism or awareness raising activities,Attending community arts and culture events,Participating in research with community members,Contributing to community businesses with a social cause",3,4,4,3,4,3,4,4,4,4,The Chestertown or local community,-9,1,4 to 8 hours per month,3,4,4,2,4,2,1,3,3,3,4,1,"Reposting information regarding current events to your story/page/etc.,Signing online petitions,Debating opinions or ideas with others with whom you disagree",1,The Elm,2,1,4,3,3,4,3,4,4,3,1,1,1,1,2
SP25,R_3QcPpS2g6uaaPQD,2025-03-28 07:29:24,2025-03-28 07:37:29,IP Address,True,484,100,anonymous,2028,Music,MUS,-9,Creative Writing and Education ,EDU,-9,0,3,European American or White,,2025-03-28 07:37:29,Yes (continue to survey),-9,"Teaching or mentorship,Fundraising,Volunteering or doing community service,Activism or awareness raising activities",4,4,3,3,3,4,4,4,3,4,The Chestertown or local community,-9,1,4 to 8 hours per month,3,4,2,4,3,4,3,4,1,1,4,4,"Following accounts/pages that post about current events,Signing online petitions,Liking posts regarding current events",1,"The Elm,Eastern Shore Post",4,1,4,4,3,4,4,5,5,5,1,1,1,0,3
SP25,R_7gL5Z68Fy7fogVP,2025-03-28 07:46:09,2025-03-28 07:55:01,IP Address,True,531,100,anonymous,2026,Env studies and anthropology,ENV,ANT,mfce and crs,MFCE,-9,0,3,European American or White,,2025-03-28 07:55:01,Yes (continue to survey),-9,"Voting,Political engagement,Talking with people in the community,Teaching or mentorship,Volunteering or doing community service,Protesting or rallying,Activism or awareness raising activities,Attending community arts and culture events,Participating in research with community members,Contributing to community businesses with a social cause",4,4,4,4,4,4,4,4,3,4,The Chestertown or local community,-9,0,-9,3,3,4,3,4,2,1,1,3,3,4,3,"Following accounts/pages that post about current events,Reposting information regarding current events to your story/page/etc.,Following elected officials or other representatives on social media",1,The Elm,3,4,5,4,4,5,4,5,4,4,1,1,0,1,4
SP25,R_32toKyJGa8FvnYY,2025-03-28 08:35:38,2025-03-28 08:43:38,IP Address,True,479,100,anonymous,2028,anthro/env studies,OTHER:ANTHRO,ENV,theater,THE,-9,0,2,European American or White,,2025-03-28 08:43:37,Yes (continue to survey),-9,"Voting,Political engagement,Talking with people in the community,Teaching or mentorship,Making donations to charities,Protesting or rallying,Attending community arts and culture events,Participating in research with community members,Contributing to community businesses with a social cause",4,4,4,4,4,4,4,4,4,4,2,-9,1,Less than 4 hours per month,3,3,4,4,4,4,3,3,4,3,4,3,"Following accounts/pages that post about current events,Reposting information regarding current events to your story/page/etc.,Signing online petitions,Posting your own opinions regarding current events,Debating opinions or ideas with others with whom you disagree,Following elected officials or other representatives on social media,Liking posts regarding current events",1,"The Elm,Kent County News",4,4,5,4,3,4,4,4,5,5,1,1,2,2,3
SP25,R_30paLgHoK1K2rP8,2025-03-27 16:16:11,2025-03-28 08:47:48,IP Address,True,59496,100,anonymous,2026,English,ENG,-9,Education Studies,EDU,-9,0,2,European American or White,,2025-03-28 08:47:47,Yes (continue to survey),-9,"Voting,Political engagement,Protesting or rallying,Activism or awareness raising activities,Attending community arts and culture events,Service-learning experiences with a class,Contributing to community businesses with a social cause",4,4,4,4,4,4,4,4,4,4,5,-9,0,-9,3,4,2,4,4,3,1,3,1,3,4,3,"Following accounts/pages that post about current events,Reposting information regarding current events to your story/page/etc.,Signing online petitions,Posting your own opinions regarding current events,Debating opinions or ideas with others with whom you disagree,Following elected officials or other representatives on social media,Liking posts regarding current events",1,"The Elm,The Chestertown Spy,Kent County News",4,4,4,4,4,4,3,3,5,4,1,1,0,0,4
SP25,R_7gUsnXL8QAUsLZX,2025-03-28 08:45:26,2025-03-28 08:51:01,IP Address,True,334,100,anonymous,2028,psychology,PSY,-9,law justice in society,OTHER:LAW_JUSTICE_IN_SOCIE,-9,0,2,African American or Black,,2025-03-28 08:51:01,Yes (continue to survey),-9,"Voting,Talking with people in the community,Teaching or mentorship,Protesting or rallying,Activism or awareness raising activities,Attending community arts and culture events,Service-learning experiences with a class",4,4,3,4,4,4,4,4,3,4,2,-9,0,-9,4,3,4,4,4,4,4,3,4,4,4,3,"Following accounts/pages that post about current events,Signing online petitions,Following elected officials or other representatives on social media",1,The Chestertown Spy,4,1,5,5,5,5,5,5,5,5,0,1,0,2,5
SP25,R_6qQYg3Lye49B9VM,2025-03-28 09:24:21,2025-03-28 09:30:55,IP Address,True,393,100,anonymous,2028,Economics,ECO,-9,Education Studies,EDU,-9,0,1,European American or White,,2025-03-28 09:30:54,Yes (continue to survey),-9,"Voting,Talking with people in the community,Teaching or mentorship,Activism or awareness raising activities,Service-learning experiences with a class",4,4,3,4,4,4,4,4,2,3,The Chestertown or local community,-9,0,-9,3,3,4,4,4,2,1,1,1,4,4,1,"Posting your own opinions regarding current events,Following elected officials or other representatives on social media",1,The Elm,3,4,4,3,2,3,4,4,3,3,0,1,1,1,4
SP25,R_1n79KNYupT2plyO,2025-03-28 09:26:17,2025-03-28 09:36:13,IP Address,True,595,100,anonymous,2028,Art & art history with studio art concentration ,ART,-9,-9,UNDECLARED,-9,0,1,European American or White,,2025-03-28 09:36:13,Yes (continue to survey),-9,"Voting,Talking with people in the community,Fundraising,Volunteering or doing community service,Activism or awareness raising activities,Participating in research with community members,Service-learning experiences with a class",3,4,3,3,4,4,4,4,4,4,5,-9,1,Less than 4 hours per month,2,3,2,3,2,4,1,3,1,1,1,4,Signing online petitions,0,-9,-9,1,3,4,5,5,5,5,4,5,1,-9,2,2,2
SP25,R_6j804BSXEq4owUt,2025-03-28 10:01:09,2025-03-28 10:10:56,IP Address,True,586,100,anonymous,2027,Environmental science,ENV,-9,Earth and planetary sciences,OTHER:EARTH_AND_PLANETARY_,-9,0,2,European American or White,,2025-03-28 10:10:55,Yes (continue to survey),-9,"Voting,Political engagement,Talking with people in the community,Teaching or mentorship,Fundraising,Making donations to charities,Volunteering or doing community service,Protesting or rallying,Activism or awareness raising activities,Attending community arts and culture events,Participating in research with community members,Service-learning experiences with a class,Contributing to community businesses with a social cause",4,4,4,3,4,4,4,4,4,4,5,-9,0,-9,3,3,3,3,4,4,1,1,3,4,4,3,"Following accounts/pages that post about current events,Reposting information regarding current events to your story/page/etc.,Signing online petitions,Posting your own opinions regarding current events,Following elected officials or other representatives on social media,Liking posts regarding current events",0,-9,-9,4,3,3,3,4,3,3,4,4,0,1,0,0,3
SP25,R_7nOX0mkhlB0ZxhA,2025-03-28 10:16:45,2025-03-28 11:31:30,IP Address,True,4484,100,anonymous,2028,English,ENG,-9,Creative Writing ,WRG,-9,0,1,"European American or White,Hispanic/Latinx",,2025-03-28 11:31:29,Yes (continue to survey),-9,"Voting,Political engagement,Talking with people in the community,Fundraising,Making donations to charities,Protesting or rallying,Activism or awareness raising activities",4,4,4,4,4,4,4,4,4,4,2,-9,0,-9,3,3,4,4,4,2,3,1,4,4,4,1,"Reposting information regarding current events to your story/page/etc.,Signing online petitions,Debating opinions or ideas with others with whom you disagree",0,-9,-9,4,5,5,5,4,4,5,5,5,0,1,2,2,3
SP25,R_3cVCoWmxxAftx7j,2025-03-28 14:49:30,2025-03-28 15:03:57,IP Address,True,866,100,anonymous,2028,Anthropology ,ANT,-9,Archaeology,OTHER:ARCHAEOLOGY,-9,0,2,European American or White,,2025-03-28 15:03:56,Yes (continue to survey),-9,"Voting,Talking with people in the community,Teaching or mentorship,Fundraising,Making donations to charities,Volunteering or doing community service,Activism or awareness raising activities,Attending community arts and culture events,Participating in research with community members",4,4,3,3,2,4,4,4,4,4,5,-9,1,Less than 4 hours per month,3,4,3,3,3,3,1,4,1,3,3,3,"Signing online petitions,Posting your own opinions regarding current events,Debating opinions or ideas with others with whom you disagree",0,-9,-9,4,4,4,5,4,5,5,5,5,1,1,1,2,3
SP25,R_1fdfbzMRGQcpJDS,2025-03-28 15:02:48,2025-03-28 15:13:02,IP Address,True,612,100,anonymous,2025,clinical/counseling psychology and human development with concentration in elementary education,OTHER:CLINICAL,PSY+HDS,-9,OTHER:N; OTHER:A,-9,0,2,European American or White,,2025-03-28 15:13:00,Yes (continue to survey),-9,"Voting,Political engagement,Talking with people in the community,Teaching or mentorship,Volunteering or doing community service,Participating in research with community members",4,3,3,4,2,2,4,4,4,4,2,-9,1,4 to 8 hours per month,2,3,2,4,3,3,1,3,1,3,3,4,"Following accounts/pages that post about current events,Reposting information regarding current events to your story/page/etc.,Liking posts regarding current events",0,-9,-9,4,4,4,3,4,4,5,5,5,1,1,2,2,4
SP25,R_5j8PKS6msa2JHpm,2025-03-28 15:37:30,2025-03-28 15:45:57,IP Address,True,506,100,anonymous,2025,Psychology and Sociology ,PSY,SOC,"Justice, Law, and Society ",OTHER:JUSTICE; OTHER:LAW; OTHER:AND_SOCIETY,-9,0,2,European American or White,,2025-03-28 15:45:57,Yes (continue to survey),-9,"Voting,Talking with people in the community,Teaching or mentorship,Fundraising,Volunteering or doing community service,Activism or awareness raising activities,Participating in research with community members,Service-learning experiences with a class",4,4,3,3,4,2,4,4,4,4,5,-9,0,-9,2,3,3,3,4,3,1,3,1,3,4,3,Signing online petitions,0,-9,-9,4,4,3,2,3,4,4,5,5,1,1,2,2,4
SP25,R_7LuFoapoY1Y5D7v,2025-03-28 15:51:01,2025-03-28 15:56:08,IP Address,True,306,100,anonymous,2025,Political Science and Communications,POL,CMS,-9,OTHER:N; OTHER:A,-9,0,2,European American or White,,2025-03-28 15:56:07,Yes (continue to survey),-9,"Voting,Political engagement,Talking with people in the community,Teaching or mentorship,Fundraising,Making donations to charities,Volunteering or doing community service,Protesting or rallying,Activism or awareness raising activities,Attending community arts and culture events,Contributing to community businesses with a social cause",4,4,4,4,4,4,4,4,4,4,The Chestertown or local community,-9,1,4 to 8 hours per month,4,4,4,4,4,4,3,4,4,4,4,4,"Following accounts/pages that post about current events,Reposting information regarding current events to your story/page/etc.,Signing online petitions,Debating opinions or ideas with others with whom you disagree,Liking posts regarding current events",1,"The Elm,Kent County News,Eastern Shore Post,Shore Daily News",4,4,5,5,5,5,5,5,5,5,1,1,2,2,5
SP25,R_15LrKFLUlL5BJkr,2025-03-28 17:20:26,2025-03-28 17:33:16,IP Address,True,769,100,anonymous,2025,Psychology and sociology ,PSY,SOC,-9,-9,-9,0,2,European American or White,,2025-03-28 17:33:16,Yes (continue to survey),-9,"Voting,Political engagement,Talking with people in the community,Fundraising,Making donations to charities,Volunteering or doing community service,Protesting or rallying,Activism or awareness raising activities,Contributing to community businesses with a social cause",4,4,4,2,4,2,4,4,4,4,The Chestertown or local community,-9,1,Less than 4 hours per month,2,3,3,3,4,2,1,3,1,3,3,1,"Following accounts/pages that post about current events,Reposting information regarding current events to your story/page/etc.,Signing online petitions,Debating opinions or ideas with others with whom you disagree",0,-9,-9,1,2,3,2,2,5,4,3,3,0,1,0,1,2
SP25,R_7rDr1vXsViwVhF7,2025-03-28 19:02:05,2025-03-28 19:08:12,IP Address,True,365,100,anonymous,2026,Biology ,BIO,-9,Chemistry ,CHE,-9,0,2,European American or White,,2025-03-28 19:08:11,Yes (continue to survey),-9,"Political engagement,Teaching or mentorship,Volunteering or doing community service,Activism or awareness raising activities,Attending community arts and culture events,Participating in research with community members",4,4,4,4,3,2,4,4,4,4,The Chestertown or local community,-9,0,-9,3,4,3,3,3,3,1,3,1,1,1,3,"Following accounts/pages that post about current events,Reposting information regarding current events to your story/page/etc.,Following elected officials or other representatives on social media",0,-9,-9,4,3,4,4,4,4,4,4,4,0,1,1,1,2
SP25,R_6mCjXt9Bc4FQMRb,2025-03-29 08:15:07,2025-03-29 08:22:56,IP Address,True,468,100,anonymous,2026,Business/ Psychology ,BUS,PSY,-9,-9,-9,0,2,"European American or White,Middle Eastern/North African",,2025-03-29 08:22:55,Yes (continue to survey),-9,"Voting,Political engagement,Talking with people in the community,Teaching or mentorship,Making donations to charities,Volunteering or doing community service,Protesting or rallying,Activism or awareness raising activities,Attending community arts and culture events,Participating in research with community members,Service-learning experiences with a class,Contributing to community businesses with a social cause",4,4,4,4,4,4,4,4,3,4,2,-9,1,4 to 8 hours per month,3,3,4,3,4,2,3,3,4,4,4,3,"Following accounts/pages that post about current events,Reposting information regarding current events to your story/page/etc.,Signing online petitions,Posting your own opinions regarding current events,Following elected officials or other representatives on social media,Liking posts regarding current events",1,"The Elm,The Chestertown Spy,Kent County News,Eastern Shore Post",4,4,4,3,3,4,3,4,4,4,0,1,1,1,5
SP25,R_5ojtGlrFFulIfS0,2025-03-30 10:50:25,2025-03-30 11:02:38,IP Address,True,731,100,anonymous,2028,history,HIS,-9,"art history & museum, field, and community education",ART; OTHER:MUSEUM; OTHER:FIELD; EDU,-9,0,2,European American or White,,2025-03-30 11:02:37,Yes (continue to survey),-9,"Voting,Political engagement,Talking with people in the community,Teaching or mentorship,Fundraising,Volunteering or doing community service,Protesting or rallying,Activism or awareness raising activities,Attending community arts and culture events",4,4,4,4,4,4,4,4,4,4,The Chestertown or local community,-9,1,Less than 4 hours per month,3,3,4,3,4,3,3,3,1,3,4,3,"Following accounts/pages that post about current events,Reposting information regarding current events to your story/page/etc.,Signing online petitions,Posting your own opinions regarding current events",1,The Elm,4,4,5,4,4,5,5,5,5,5,1,1,2,2,3
SP25,R_52OZQ2yO1WS692t,2025-03-30 15:37:55,2025-03-30 15:48:15,IP Address,True,619,100,anonymous,2028,Physics and Maths,PHY,MAT,Data Science ,OTHER:DATA_SCIENCE,-9,0,2,African American or Black,,2025-03-30 15:48:15,Yes (continue to survey),-9,"Voting,Talking with people in the community,Teaching or mentorship,Fundraising,Volunteering or doing community service,Protesting or rallying,Activism or awareness raising activities,Participating in research with community members,Contributing to community businesses with a social cause",4,4,2,3,2,2,4,4,4,4,5,-9,1,4 to 8 hours per month,3,3,4,4,4,4,1,3,3,3,4,1,"Following accounts/pages that post about current events,Reposting information regarding current events to your story/page/etc.,Signing online petitions,Liking posts regarding current events",0,-9,-9,4,3,3,4,3,3,3,5,3,0,-9,1,1,2
SP25,R_6rUfxynwuAl47bV,2025-03-30 21:46:06,2025-03-30 21:59:14,IP Address,True,787,100,anonymous,2028,Elementary Education ,EDU,-9,Psychology ,PSY,-9,0,2,Hispanic/Latinx,3178957,2025-03-30 21:59:14,Yes (continue to survey),-9,"Voting,Talking with people in the community,Fundraising,Making donations to charities,Volunteering or doing community service,Protesting or rallying,Activism or awareness raising activities,Attending community arts and culture events,Contributing to community businesses with a social cause",4,3,4,4,2,3,4,4,4,4,5,-9,1,Less than 4 hours per month,2,3,3,2,3,2,1,3,1,1,3,3,"Following accounts/pages that post about current events,Reposting information regarding current events to your story/page/etc.,Signing online petitions",0,-9,-9,4,3,3,4,5,4,4,4,4,0,1,1,2,2
SP25,R_3XoFyw25TUbyoCt,2025-03-31 10:18:14,2025-03-31 11:00:10,IP Address,True,2515,100,anonymous,2028,Communications and Media Studies with a concentration in Business and Organizational Studies,CMS,BUS,Marketing,OTHER:MARKETING,-9,0,2,European American or White,,2025-03-31 11:00:10,Yes (continue to survey),-9,"Voting,Talking with people in the community,Teaching or mentorship,Fundraising,Making donations to charities,Volunteering or doing community service,Activism or awareness raising activities,Service-learning experiences with a class,Contributing to community businesses with a social cause",4,4,4,4,3,3,4,4,4,4,The Chestertown or local community,-9,0,-9,3,3,3,3,4,4,3,3,1,3,3,3,"Following accounts/pages that post about current events,Reposting information regarding current events to your story/page/etc.,Signing online petitions,Following elected officials or other representatives on social media,Liking posts regarding current events",1,"The Elm,Kent County News",3,1,4,4,4,3,3,4,3,3,0,1,1,1,2
SP25,R_6K1sVHKgTAHXNLH,2025-04-01 08:49:28,2025-04-01 08:54:48,IP Address,True,318,100,anonymous,2028,Political science and env studies,POL,ENV,-9,-9,-9,0,-9,-9,,2025-04-01 08:54:47,Yes (continue to survey),-9,"Voting,Political engagement,Talking with people in the community,Volunteering or doing community service,Activism or awareness raising activities,Participating in research with community members,Contributing to community businesses with a social cause",4,4,4,4,4,4,4,4,4,4,The Chestertown or local community,-9,1,Less than 4 hours per month,3,3,4,4,4,2,3,3,4,4,4,3,"Signing online petitions,Debating opinions or ideas with others with whom you disagree,Following elected officials or other representatives on social media,Liking posts regarding current events",1,The Elm,4,4,4,3,4,4,4,4,3,3,1,1,1,2,4
SP25,R_5KryflEzhPMq8ZJ,2025-04-01 11:01:52,2025-04-01 11:06:51,IP Address,True,298,100,anonymous,2025,Biology,BIO,-9,chemistry and public health,CHE,-9,0,2,European American or White,,2025-04-01 11:06:50,Yes (continue to survey),-9,"Voting,Political engagement,Volunteering or doing community service",3,4,4,4,4,4,4,4,4,3,The Chestertown or local community,-9,1,4 to 8 hours per month,2,3,1,1,3,3,1,4,1,1,3,4,Signing online petitions,0,-9,-9,4,3,4,3,3,5,3,3,3,0,-9,1,1,3
SP25,R_59aLmXEGdS2mTML,2025-04-01 11:02:10,2025-04-01 11:08:27,IP Address,True,377,100,anonymous,2028,political science and international studies double major ,POL,INT,-9,-9,-9,0,3,"African American or Black,European American or White,Hispanic/Latinx",no?,2025-04-01 11:08:27,Yes (continue to survey),-9,"Voting,Political engagement,Volunteering or doing community service",4,4,4,4,4,4,4,4,4,4,5,-9,0,-9,2,3,3,3,4,2,4,4,4,4,4,4,"Following accounts/pages that post about current events,Debating opinions or ideas with others with whom you disagree",1,The Elm,4,4,5,5,5,4,5,4,5,5,1,1,1,2,3
SP25,R_30SGswXARds3xTX,2025-04-01 11:01:22,2025-04-01 11:08:34,IP Address,True,432,100,anonymous,2028,Psychology ,PSY,-9,Public Health,OTHER:PUBLIC_HEALTH,-9,0,2,European American or White,,2025-04-01 11:08:34,Yes (continue to survey),-9,"Voting,Talking with people in the community,Teaching or mentorship",4,4,4,3,3,4,4,4,4,4,The Chestertown or local community,-9,0,-9,3,3,2,3,3,3,1,3,1,1,3,3,-9,0,-9,-9,1,4,4,4,4,4,4,4,4,0,-9,1,1,2
SP25,R_3UbaUYjhcJ5XhAt,2025-04-01 11:01:20,2025-04-01 11:09:04,IP Address,True,463,100,anonymous,2028,Psychology (Pre-Allied Health Track),PSY,-9,CMS,CMS,-9,0,2,European American or White,38,2025-04-01 11:09:03,Yes (continue to survey),-9,"Voting,Political engagement,Talking with people in the community,Teaching or mentorship,Fundraising,Making donations to charities,Volunteering or doing community service,Protesting or rallying,Activism or awareness raising activities,Participating in research with community members,Contributing to community businesses with a social cause",3,4,3,3,3,2,4,3,3,3,The Chestertown or local community,-9,1,Less than 4 hours per month,2,3,4,4,4,3,3,3,1,1,3,1,"Following accounts/pages that post about current events,Reposting information regarding current events to your story/page/etc.,Signing online petitions,Following elected officials or other representatives on social media",0,-9,-9,4,3,4,5,4,4,4,3,3,1,1,2,2,3
SP25,R_6nhFkLvUWwG0l0t,2025-04-01 11:01:21,2025-04-01 11:09:04,IP Address,True,462,100,anonymous,2028,Undecided ,UNDECLARED,-9,-9,-9,-9,0,2,European American or White,,2025-04-01 11:09:04,Yes (continue to survey),-9,"Voting,Teaching or mentorship,Volunteering or doing community service,Protesting or rallying",3,4,3,3,2,2,3,4,3,3,2,-9,0,-9,3,3,3,4,3,3,3,3,1,1,3,1,"Following accounts/pages that post about current events,Signing online petitions,Following elected officials or other representatives on social media,Liking posts regarding current events",0,-9,-9,4,5,5,5,3,4,4,3,3,0,1,1,1,3
SP25,R_1pmTymu897HbpfD,2025-04-01 11:02:04,2025-04-01 11:09:15,IP Address,True,431,100,anonymous,2028,psychology,PSY,-9,spanish,SPA,-9,0,2,"African American or Black,Hispanic/Latinx",47,2025-04-01 11:09:15,Yes (continue to survey),-9,Voting,4,4,3,4,4,4,3,3,4,3,2,-9,1,Less than 4 hours per month,3,3,3,3,3,3,3,3,3,3,3,3,"Following accounts/pages that post about current events,Following elected officials or other representatives on social media",0,-9,-9,1,4,3,2,3,3,4,3,2,1,1,2,2,2
SP25,R_3YHmJHAPpCzaB0t,2025-04-01 11:01:56,2025-04-01 11:09:17,IP Address,True,441,100,anonymous,2028,Environmental Studies ,ENS,-9,Education,EDU,-9,0,2,European American or White,,2025-04-01 11:09:17,Yes (continue to survey),-9,"Voting,Political engagement,Volunteering or doing community service",4,4,3,4,2,2,3,4,2,4,5,-9,1,4 to 8 hours per month,3,3,3,4,2,1,3,3,1,3,3,1,"Signing online petitions,Following elected officials or other representatives on social media",0,-9,-9,1,2,3,5,4,2,3,3,3,0,-9,1,1,2
SP25,R_6ELNozUk38WAwlv,2025-04-01 11:01:33,2025-04-01 11:09:25,IP Address,True,471,100,anonymous,2028,Biology,BIO,-9,-9,-9,-9,0,2,European American or White,,2025-04-01 11:09:24,Yes (continue to survey),-9,"Voting,Talking with people in the community,Teaching or mentorship,Fundraising,Volunteering or doing community service,Participating in research with community members",3,4,2,4,4,2,4,4,4,4,5,-9,1,Less than 4 hours per month,3,3,3,3,3,3,3,3,1,1,3,3,"Following accounts/pages that post about current events,Signing online petitions,Posting your own opinions regarding current events,Following elected officials or other representatives on social media,Liking posts regarding current events",0,-9,-9,4,3,5,5,4,5,5,3,3,0,1,1,2,2
SP25,R_5r21n3tSzPOSjDd,2025-04-01 11:01:36,2025-04-01 11:09:36,IP Address,True,478,100,anonymous,2028,bio pre allied health,BIO,-9,coaching,OTHER:COACHING,-9,0,1,European American or White,,2025-04-01 11:09:35,Yes (continue to survey),-9,"Voting,Political engagement,Volunteering or doing community service",4,4,4,3,3,3,4,4,3,3,5,-9,0,-9,2,2,3,3,4,2,1,1,1,3,3,1,"Following accounts/pages that post about current events,Reposting information regarding current events to your story/page/etc.,Posting your own opinions regarding current events,Following elected officials or other representatives on social media",0,-9,-9,4,3,4,5,2,5,4,4,3,0,1,1,2,2
SP25,R_6CleRVFrGWODmlW,2025-04-01 11:01:34,2025-04-01 11:09:47,IP Address,True,492,100,anonymous,2028,psychology,PSY,-9,-9,-9,-9,0,2,European American or White,39,2025-04-01 11:09:47,Yes (continue to survey),-9,"Voting,Political engagement,Talking with people in the community,Teaching or mentorship,Fundraising,Volunteering or doing community service,Protesting or rallying,Activism or awareness raising activities,Service-learning experiences with a class,Contributing to community businesses with a social cause",4,4,4,4,4,2,4,4,3,4,2,-9,1,4 to 8 hours per month,3,3,3,3,3,3,3,3,1,3,3,1,"Following accounts/pages that post about current events,Reposting information regarding current events to your story/page/etc.,Signing online petitions,Posting your own opinions regarding current events,Debating opinions or ideas with others with whom you disagree,Following elected officials or other representatives on social media,Liking posts regarding current events",0,-9,-9,4,4,4,4,4,4,4,4,4,0,1,1,2,2
SP25,R_3TYP5a7iTVROykR,2025-04-01 11:01:37,2025-04-01 11:09:53,IP Address,True,496,100,anonymous,2028,undecided,UNDECLARED,-9,undecided ,UNDECLARED,-9,0,1,"African American or Black,European American or White",,2025-04-01 11:09:53,Yes (continue to survey),-9,"Voting,Political engagement,Talking with people in the community,Teaching or mentorship,Fundraising,Making donations to charities,Volunteering or doing community service,Protesting or rallying,Activism or awareness raising activities,Service-learning experiences with a class,Contributing to community businesses with a social cause",2,3,3,4,2,2,4,2,2,3,2,-9,0,-9,2,2,2,2,2,2,3,3,1,3,1,1,"Following accounts/pages that post about current events,Signing online petitions,Posting your own opinions regarding current events,Following elected officials or other representatives on social media,Liking posts regarding current events",0,-9,-9,4,2,1,4,3,3,4,4,4,0,-9,1,1,1
SP25,R_7HJFcfAAIrlKAuZ,2025-04-01 11:02:17,2025-04-01 11:10:24,IP Address,True,486,100,anonymous,2028,Neuroscience,NEU,-9,Public Health,OTHER:PUBLIC_HEALTH,-9,0,2,European American or White,,2025-04-01 11:10:24,Yes (continue to survey),-9,"Voting,Talking with people in the community,Teaching or mentorship,Volunteering or doing community service,Activism or awareness raising activities,Attending community arts and culture events,Participating in research with community members,Service-learning experiences with a class,Contributing to community businesses with a social cause",3,4,4,4,2,2,3,4,4,4,5,-9,1,4 to 8 hours per month,3,4,3,3,3,3,3,4,3,1,3,1,"Signing online petitions,Debating opinions or ideas with others with whom you disagree,Following elected officials or other representatives on social media",0,-9,-9,4,4,4,4,4,4,4,4,4,1,1,1,1,3
SP25,R_7HiRYDtzgfaDFol,2025-04-01 11:02:45,2025-04-01 11:10:34,IP Address,True,468,100,anonymous,2027,Environmental Science,ENV,-9,Physics,PHY,-9,0,2,European American or White,,2025-04-01 11:10:34,Yes (continue to survey),-9,"Voting,Talking with people in the community,Fundraising,Making donations to charities,Volunteering or doing community service,Attending community arts and culture events,Participating in research with community members,Service-learning experiences with a class",4,4,4,4,2,3,4,4,3,4,5,-9,1,4 to 8 hours per month,3,4,2,2,3,4,3,4,1,1,3,4,"Following accounts/pages that post about current events,Reposting information regarding current events to your story/page/etc.,Signing online petitions,Posting your own opinions regarding current events,Debating opinions or ideas with others with whom you disagree",0,-9,-9,1,4,5,5,5,5,5,5,5,1,1,2,2,4
