StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,Consent,Q2- Text,Q3- Define CE,Q4-CESA_1,Q4-CESA_2,Q4-CESA_3,Q4-CESA_4,Q4-CESA_5,Q4-CESA_6,Q4-CESA_7,Q4-CESA_8,Q4-CESA_9,Q4-CESA_10,Q6,Q6_4_TEXT,Q7-ESP1,Q7a-ESP1,Q8-ESP2_1,Q8-ESP2_2,Q8-ESP2_3,Q8-ESP2_4,Q8-ESP2_5,Q8-ESP2_6,Q31_1,Q31_2,Q31_3,Q31_4,Q31_5,Q31_6,Q9-ESP3_1,Q9-ESP3_2,Q9-ESP3_3,Q10-M1,Q11-M3,Q11-M3a,Q12-M4_1,Q12-M4_2,Q12-M4_3,Q12-M4_4,Q12-M4_5,Q12-M4_6,Q12-M4_7,Q12-M4_8,Q12-M4_9,Q13-M5,Q14-M6,Q14-M6a,Q14-M6b,Q15-M7,Q16_1,Q16_2,Q16_3,Q16_4,Q16_5,Q16_6,Q16_7,Q16_8,Q17,Q34,Q35,Q36,Q18,Q19,Q20,Q21,Q22,Q32,Q23,Q24,Q44
2023-03-28 12:33:39,2023-03-28 12:39:25,IP Address,76.78.85.64,100,346,True,2023-03-28 12:39:26,R_3iwHxktuSrAbgof,,,,,39.2147,-76.0795,anonymous,EN,,,"Voting,Political engagement,Talking with people in the community,Fundraising,Making donations to charities,Volunteering or doing community service,Protesting or rallying,Activism or awareness raising activities,Attending community arts and culture events,Participating in research with community members,Service-learning experiences with a class,Contributing to community businesses with a social cause",Somewhat agree,Agree,Somewhat agree,Agree,,,Agree,Agree,Agree,,Somewhere else (please specify),Both a and C,No,,Important,Important,Very Important,Very Important,Very Important,Important,,,,,,,Yes,No,No,"Reposting information regarding current events to your story/page/etc.,Posting your own opinions regarding current events.,Debating opinions or ideas with others with whom you disagree.,Liking posts regarding current events.",Yes,Neither connected or disconnected,,Positive Impact,Negative Impact,,Positive Impact,Negative Impact,Negative Impact,Negative Impact,Negative Impact,No,No,,,Yes,Agree,Agree,Disagree,Strongly Agree,Neutral,Disagree,Strongly Agree,Strongly Agree,No,,,,I am as engaged as the average WAC student,2024,Media and Communications,Yes,No,,Male,"European American or White,Hispanic/Latinx",
2023-03-28 12:33:34,2023-03-28 12:39:31,IP Address,76.78.85.41,100,357,True,2023-03-28 12:39:32,R_3Olj9hxQcgllHms,,,,,39.2147,-76.0795,anonymous,EN,,,"Voting,Political engagement,Talking with people in the community,Fundraising,Making donations to charities,Volunteering or doing community service,Protesting or rallying,Activism or awareness raising activities,Attending community arts and culture events,Participating in research with community members,Service-learning experiences with a class,Contributing to community businesses with a social cause",Neither agree nor disagree,Somewhat agree,Somewhat agree,Neither agree nor disagree,,,Agree,Somewhat agree,Somewhat agree,,The Washington College community,,Yes,Less than 4 hours per month,Not really important,Important,Important,Important,Important,Important,,,,,,,Yes,Yes,No,"Reposting information regarding current events to your story/page/etc.,Signing online petitions.,Debating opinions or ideas with others with whom you disagree.,Following elected officials or other representatives on social media.",Yes,Neither connected or disconnected,No impact,Positive Impact,Positive Impact,No impact,No impact,No impact,No impact,Positive Impact,No impact,Yes,No,,,Yes,Neutral,Agree,Agree,Agree,Agree,Neutral,Neutral,Neutral,Yes,,,,I am more engaged than the average WAC student,2025,Communications and Media Studies,Yes,No,,Male,Indigenous/Hawaiian/Pacific Islander,
2023-03-28 12:34:34,2023-03-28 12:39:36,IP Address,76.78.85.41,100,301,True,2023-03-28 12:39:37,R_3FXt7tudvOlhRfi,,,,,39.2147,-76.0795,anonymous,EN,,,"Voting,Political engagement,Talking with people in the community,Fundraising,Making donations to charities,Volunteering or doing community service,Protesting or rallying,Activism or awareness raising activities,Attending community arts and culture events,Participating in research with community members,Service-learning experiences with a class,Contributing to community businesses with a social cause",Somewhat agree,Agree,Neither agree nor disagree,Agree,,,Agree,Agree,Agree,,The Washington College community,,Yes,Less than 4 hours per month,Important,Important,Not really important,Not at all important,Not at all important,Important,,,,,,,No,No,No,"Following accounts/pages that post about current events.,Reposting information regarding current events to your story/page/etc.,Signing online petitions.,Debating opinions or ideas with others with whom you disagree.,Following elected officials or other representatives on social media.,Liking posts regarding current events.",No,,Negative Impact,Negative Impact,Negative Impact,Negative Impact,Negative Impact,Negative Impact,No impact,No impact,No impact,No,No,,,Yes,Agree,Agree,Disagree,Agree,Strongly Agree,Agree,Agree,Agree,Yes,,,,I am less engaged than the average WAC student,2024,BUS and CMS,Yes,No,,Female,European American or White,
2023-03-28 12:33:36,2023-03-28 12:40:16,IP Address,209.243.32.180,100,399,True,2023-03-28 12:40:17,R_7WI4aWh6vEpFy3T,,,,,39.2147,-76.0795,anonymous,EN,,,"Voting,Political engagement,Talking with people in the community,Fundraising,Protesting or rallying,Activism or awareness raising activities,Attending community arts and culture events,Participating in research with community members,Service-learning experiences with a class,Contributing to community businesses with a social cause",Somewhat agree,Somewhat agree,Somewhat agree,Neither agree nor disagree,,,Agree,Neither agree nor disagree,Somewhat agree,,The Washington College community,,No,,Important,Important,Very Important,Very Important,Very Important,Important,,,,,,,Yes,Yes,Yes,"Following accounts/pages that post about current events.,Reposting information regarding current events to your story/page/etc.,Posting your own opinions regarding current events.,Debating opinions or ideas with others with whom you disagree.,Following elected officials or other representatives on social media.,Liking posts regarding current events.",Yes,Connected,Positive Impact,No impact,Positive Impact,Positive Impact,Positive Impact,No impact,Negative Impact,Negative Impact,No impact,Yes,Yes,The Elm,Connected,Yes,Agree,Neutral,Disagree,Agree,Neutral,Neutral,Strongly Agree,Strongly Agree,Yes,,,,I am more engaged than the average WAC student,2024,English and CMS,No,No,,Female,European American or White,
2023-03-28 12:33:22,2023-03-28 12:40:30,IP Address,76.78.85.58,100,428,True,2023-03-28 12:40:31,R_1eIUbAaxO6eKNvV,,,,,39.2147,-76.0795,anonymous,EN,,,"Voting,Political engagement,Volunteering or doing community service,Protesting or rallying,Activism or awareness raising activities,Participating in research with community members,Service-learning experiences with a class,Contributing to community businesses with a social cause",Somewhat agree,Somewhat agree,Neither agree nor disagree,Somewhat agree,,,Agree,Somewhat agree,Neither agree nor disagree,,Somewhere else (please specify),The WAC and Chestertown communities,Yes,8 to 12 hours per month,Important,Important,Very Important,Important,Very Important,Important,,,,,,,Yes,Yes,Yes,"Following accounts/pages that post about current events.,Reposting information regarding current events to your story/page/etc.,Signing online petitions.,Posting your own opinions regarding current events.,Debating opinions or ideas with others with whom you disagree.",Yes,Connected,Positive Impact,Negative Impact,Positive Impact,Negative Impact,Negative Impact,No impact,No impact,Negative Impact,Negative Impact,No,Yes,The Elm,Connected,Yes,Agree,Neutral,Disagree,Agree,Strongly Agree,Agree,Strongly Agree,Strongly Agree,Yes,,,,I am much more engaged than the average WAC student,2024,"Human Development ",No,No,,Female,European American or White,
2023-03-28 12:33:41,2023-03-28 12:40:34,IP Address,76.78.85.46,100,413,True,2023-03-28 12:40:35,R_YaASjscU8lTrBAZ,,,,,39.2147,-76.0795,anonymous,EN,,,"Voting,Talking with people in the community,Making donations to charities,Protesting or rallying,Contributing to community businesses with a social cause",Somewhat agree,Neither agree nor disagree,Agree,Neither agree nor disagree,,,Somewhat agree,Somewhat agree,Somewhat agree,,The Washington College community,,No,,Important,Important,Not really important,Important,Important,Not really important,,,,,,,No,No,No,"Following accounts/pages that post about current events.,Signing online petitions.,Liking posts regarding current events.",Yes,Disconnected,No impact,Positive Impact,Negative Impact,Positive Impact,No impact,No impact,Negative Impact,Negative Impact,Negative Impact,No,No,,,No,Agree,Agree,Agree,Agree,Agree,Agree,Neutral,Neutral,Yes,,,,I am less engaged than the average WAC student,2024,CMS,Yes,No,,Male,European American or White,
2023-03-28 12:34:45,2023-03-28 12:40:47,IP Address,76.78.85.31,100,362,True,2023-03-28 12:40:48,R_1K9L16pYN6KhPL0,,,,,39.2147,-76.0795,anonymous,EN,,,"Fundraising,Making donations to charities,Volunteering or doing community service,Contributing to community businesses with a social cause",Agree,Somewhat agree,Agree,Somewhat agree,,,Somewhat agree,Somewhat agree,Somewhat agree,,Your home community,,Yes,Less than 4 hours per month,Not really important,Important,Not really important,Not really important,Not really important,Important,,,,,,,No,No,No,"Reposting information regarding current events to your story/page/etc.,Signing online petitions.,Liking posts regarding current events.",No,,Negative Impact,Negative Impact,Positive Impact,No impact,Negative Impact,No impact,No impact,No impact,No impact,No,No,,,No,Neutral,Disagree,Disagree,Neutral,Neutral,Neutral,Neutral,Agree,No,,,,I am more engaged than the average WAC student,2024,Communications,Yes,No,,Male,European American or White,
2023-03-28 12:34:50,2023-03-28 12:41:11,IP Address,209.243.47.93,100,380,True,2023-03-28 12:41:12,R_3EuQfkb3PWGdoZr,,,,,39.2147,-76.0795,anonymous,EN,,,"Voting,Political engagement,Talking with people in the community,Volunteering or doing community service",Somewhat agree,Somewhat agree,Neither agree nor disagree,Agree,,,Somewhat agree,Neither agree nor disagree,Somewhat agree,,The Washington College community,,Yes,4 to 8 hours per month,Important,Important,Not really important,Important,Important,Important,,,,,,,No,No,No,"Following accounts/pages that post about current events.,Reposting information regarding current events to your story/page/etc.,Signing online petitions.,Liking posts regarding current events.",No,,No impact,No impact,No impact,No impact,Negative Impact,No impact,Negative Impact,Negative Impact,No impact,No,Yes,"The Elm,Kent County News",Neither connected nor disconnected,Yes,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,No,,,,I am as engaged as the average WAC student,2024,"Human Development ",Yes,No,,Male,African American or Black,
2023-03-28 12:34:21,2023-03-28 12:41:26,IP Address,76.78.85.69,100,425,True,2023-03-28 12:41:27,R_DwKyRRIxTex2LOF,,,,,39.2147,-76.0795,anonymous,EN,,,"Voting,Political engagement,Fundraising,Making donations to charities,Volunteering or doing community service",Neither agree nor disagree,Neither agree nor disagree,Somewhat agree,Somewhat disagree,,,Somewhat agree,Somewhat agree,Somewhat agree,,Your home community,,Yes,4 to 8 hours per month,Not really important,Important,Important,Not really important,Very Important,Very Important,,,,,,,Yes,Yes,Yes,"Following accounts/pages that post about current events.,Reposting information regarding current events to your story/page/etc.,Signing online petitions.",No,,,,,,,,,,,No,No,,,Yes,Neutral,Agree,Disagree,Disagree,Neutral,Neutral,Disagree,Disagree,Yes,,,,I am less engaged than the average WAC student,2023,Communications,No,No,,Female,European American or White,
2023-03-28 12:36:18,2023-03-28 12:41:57,IP Address,76.78.85.13,100,338,True,2023-03-28 12:41:57,R_3fq9SsKovBz4uUw,,,,,39.2147,-76.0795,anonymous,EN,,,"Voting,Political engagement,Volunteering or doing community service,Activism or awareness raising activities,Participating in research with community members,Service-learning experiences with a class,Contributing to community businesses with a social cause",Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,,,Agree,Somewhat agree,Somewhat agree,,The Chestertown or local community,,Yes,Less than 4 hours per month,Important,Not really important,Not really important,Not really important,Important,Not really important,,,,,,,No,No,No,Reposting information regarding current events to your story/page/etc.,No,,No impact,No impact,No impact,No impact,No impact,Negative Impact,Negative Impact,Negative Impact,Negative Impact,No,No,,,No,Disagree,Neutral,Agree,Neutral,Neutral,Neutral,Neutral,Neutral,No,,,,I am as engaged as the average WAC student,2024,CMS,Yes,No,,Female,African American or Black,
2023-03-28 14:08:50,2023-03-28 14:14:12,IP Address,76.78.85.53,100,322,True,2023-03-28 14:14:13,R_u8veMJTxVbVIxih,,,,,39.2147,-76.0795,anonymous,EN,,,"Voting,Political engagement,Talking with people in the community,Protesting or rallying,Activism or awareness raising activities",Agree,Agree,Agree,Agree,,,Agree,Agree,Agree,,The Washington College community,,No,,Important,Important,Important,Not really important,Important,Important,,,,,,,Yes,No,No,"Reposting information regarding current events to your story/page/etc.,Signing online petitions.",No,,Positive Impact,No impact,Positive Impact,No impact,Negative Impact,Negative Impact,Negative Impact,Negative Impact,Negative Impact,No,Yes,The Elm,Very connected,Yes,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Agree,Strongly Agree,Strongly Agree,Yes,,,,I am more engaged than the average WAC student,2023,"History, German Studies",No,No,,Female,European American or White,
2023-03-28 14:50:05,2023-03-28 14:54:18,IP Address,76.78.85.76,100,253,True,2023-03-28 14:54:19,R_TpgIJFlVLOtw4HT,,,,,39.2147,-76.0795,anonymous,EN,,,"Voting,Political engagement,Talking with people in the community,Volunteering or doing community service,Protesting or rallying,Activism or awareness raising activities,Contributing to community businesses with a social cause",Somewhat agree,Agree,Somewhat agree,Somewhat agree,,,Agree,Agree,Somewhat agree,,The Washington College community,,No,,Very Important,Very Important,Very Important,Very Important,Very Important,Important,,,,,,,Yes,No,Yes,"Following accounts/pages that post about current events.,Reposting information regarding current events to your story/page/etc.,Signing online petitions.,Posting your own opinions regarding current events.,Debating opinions or ideas with others with whom you disagree.",No,,Positive Impact,Positive Impact,Negative Impact,No impact,Negative Impact,No impact,Negative Impact,Negative Impact,Negative Impact,No,No,,,Yes,Agree,Neutral,Agree,Strongly Agree,Agree,Neutral,Strongly Agree,Strongly Agree,No,,,,I am more engaged than the average WAC student,2025,Human Development,No,Yes,,Female,European American or White,
2023-03-29 06:32:19,2023-03-29 06:36:22,IP Address,76.78.85.74,100,243,True,2023-03-29 06:36:24,R_1H9UfmPBwRQ5vW1,,,,,39.2147,-76.0795,anonymous,EN,Yes (continue to survey),,"Voting,Talking with people in the community,Teaching or mentorship,Fundraising,Making donations to charities,Attending community arts and culture events,Participating in research with community members,Service-learning experiences with a class,Contributing to community businesses with a social cause",Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Neither agree nor disagree,Neither agree nor disagree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,The Chestertown or local community,,Yes,Less than 4 hours per month,Not really important,Important,Not really important,Not really important,Not really important,Important,Never,Sometimes/Occasionally,Never,Never,Never,Sometimes/Occasionally,Yes,Yes,No,"Following accounts/pages that post about current events.,Reposting information regarding current events to your story/page/etc.,Signing online petitions.,Posting your own opinions regarding current events.,Debating opinions or ideas with others with whom you disagree.,Following elected officials or other representatives on social media.,Liking posts regarding current events.",Yes,Neither connected or disconnected,No impact,Negative Impact,No impact,Negative Impact,Negative Impact,Negative Impact,Negative Impact,Negative Impact,Negative Impact,No,No,,,No,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,No,Yes,No,No,I am less engaged than the average WAC student,2023,"Chemistry & education ",No,No,No,Female,European American or White,
2023-03-29 06:31:38,2023-03-29 06:39:00,IP Address,76.78.85.33,100,442,True,2023-03-29 06:39:01,R_3JmlFToZGtrGXgD,,,,,39.2147,-76.0795,anonymous,EN,Yes (continue to survey),,"Voting,Talking with people in the community,Teaching or mentorship,Volunteering or doing community service,Attending community arts and culture events",Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Your home community,,Yes,4 to 8 hours per month,Very Important,Very Important,Important,Important,Important,Important,Sometimes/Occasionally,Often,Sometimes/Occasionally,Sometimes/Occasionally,Sometimes/Occasionally,Sometimes/Occasionally,Yes,Yes,No,Debating opinions or ideas with others with whom you disagree.,Yes,Neither connected or disconnected,Positive Impact,Negative Impact,Negative Impact,Negative Impact,Negative Impact,Negative Impact,Negative Impact,Negative Impact,Negative Impact,No,Yes,"The Elm,The Chestertown Spy,Kent County News",Neither connected nor disconnected,No,Agree,Agree,Disagree,Strongly Agree,Neutral,Disagree,Agree,Agree,Yes,Yes,No,No,I am more engaged than the average WAC student,2025,History,No,No,Yes,Female,European American or White,
2023-03-29 06:31:40,2023-03-29 06:39:43,IP Address,76.78.85.7,100,482,True,2023-03-29 06:39:44,R_2b1a7CXCCgkyT0e,,,,,39.2147,-76.0795,anonymous,EN,Yes (continue to survey),,"Talking with people in the community,Teaching or mentorship,Volunteering or doing community service,Protesting or rallying,Activism or awareness raising activities,Attending community arts and culture events,Participating in research with community members,Service-learning experiences with a class",Neither agree nor disagree,Disagree,Somewhat agree,Agree,Disagree,Neither agree nor disagree,Somewhat agree,Neither agree nor disagree,Somewhat disagree,Somewhat disagree,Somewhere else (please specify),The various communities I have lived in.,No,,Not really important,Not really important,Important,Not at all important,Not at all important,Important,Never,Sometimes/Occasionally,Never,Never,Often,Never,No,No,No,Signing online petitions.,No,,Positive Impact,Positive Impact,Negative Impact,Positive Impact,Negative Impact,Negative Impact,Negative Impact,Negative Impact,Negative Impact,Yes,No,,,No,Neutral,Neutral,Neutral,Neutral,Agree,Agree,Agree,Agree,Yes,I don't know,Yes,Yes,I am as engaged as the average WAC student,2026,European Studies,No,No,Yes,I prefer not to answer,I prefer not to answer,
2023-03-29 06:32:43,2023-03-29 06:40:21,IP Address,76.78.85.28,100,457,True,2023-03-29 06:40:21,R_2Bl0kTzYbnkh5Vw,,,,,39.2147,-76.0795,anonymous,EN,Yes (continue to survey),,"Voting,Talking with people in the community,Teaching or mentorship,Volunteering or doing community service,Attending community arts and culture events,Participating in research with community members,Service-learning experiences with a class",Somewhat agree,Agree,Agree,Somewhat agree,Somewhat disagree,Neither agree nor disagree,Agree,Somewhat agree,Somewhat agree,Agree,Somewhere else (please specify),"Combination of WAC and home, and just generally",Yes,Less than 4 hours per month,Not really important,Important,Important,Important,Very Important,Not really important,Never,Sometimes/Occasionally,Never,Sometimes/Occasionally,Sometimes/Occasionally,Never,No,No,No,"Following accounts/pages that post about current events.,Signing online petitions.,Following elected officials or other representatives on social media.,Liking posts regarding current events.",Yes,Neither connected or disconnected,Positive Impact,Positive Impact,Positive Impact,Positive Impact,Positive Impact,No impact,No impact,No impact,No impact,No,Yes,The Elm,Neither connected nor disconnected,Yes,Agree,Agree,Agree,Agree,Agree,Neutral,Strongly Agree,Strongly Agree,No,Yes,I don't know,I don't know,I am as engaged as the average WAC student,2024,Psychology,Yes,No,Yes,Female,European American or White,
