StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,Consent,Q2- Text,Q3- Define CE,Q4-CESA_1,Q4-CESA_2,Q4-CESA_3,Q4-CESA_4,Q4-CESA_5,Q4-CESA_6,Q4-CESA_7,Q4-CESA_8,Q4-CESA_9,Q4-CESA_10,Q50_1,Q50_2,Q50_3,Q50_4,Q50_5,Q50_6,Q6,Q6_4_TEXT,Q7-ESP1,Q7a-ESP1,Q8-ESP2_1,Q8-ESP2_2,Q8-ESP2_3,Q8-ESP2_4,Q8-ESP2_5,Q8-ESP2_6,Q31_1,Q31_2,Q31_3,Q31_4,Q31_5,Q31_6,Q9-ESP3,Q76,Q75,Q10-ESP4,Q11-ESP5,Q12-ESP6,Q13-ESP7,Q14-ESP8,Q10-M1,Q51_1,Q51_2,Q51_3,Q51_4,Q51_5,Q51_6,Q14-M6,Q14-M6a,Q14-M6b,Q15-M7,Q16_1,Q16_2,Q16_3,Q16_4,Q16_5,Q16_6,Q16_7,Q16_8,Q16_9,Q58,Q68,Q69,Q70,Q71,Q72_1,Q72_2,Q72_3,Q72_4,Q66,Q17,Q34,Q35,Q36,Q18,Q60,Q73,Q19,Q46,Q20,Q45,Q23,Q24,Q44
2025-03-31 10:18:14,2025-03-31 11:00:10,IP Address,209.243.32.181,100,2515,True,2025-03-31 11:00:10,R_3XoFyw25TUbyoCt,,,,,39.2147,-76.0795,anonymous,EN,Yes (continue to survey),,"Voting,Talking with people in the community,Teaching or mentorship,Fundraising,Making donations to charities,Volunteering or doing community service,Activism or awareness raising activities,Service-learning experiences with a class,Contributing to community businesses with a social cause",Somewhat agree,Agree,Somewhat agree,Somewhat agree,Neither agree nor disagree,Neither agree nor disagree,Agree,Somewhat agree,Somewhat agree,Somewhat agree,Sometimes,Often,Often,Often,Sometimes,Sometimes,The Chestertown or local community,,No,,Important,Important,Important,Important,Very Important,Very Important,Sometimes/Occasionally,Sometimes/Occasionally,Never,Sometimes/Occasionally,Sometimes/Occasionally,Sometimes/Occasionally,Yes,No,Yes,Independent,I don't know,Liberal,I am sure that I VOTED in the 2024 Presidential Election,Kamala Harris,"Following accounts/pages that post about current events,Reposting information regarding current events to your story/page/etc.,Signing online petitions,Following elected officials or other representatives on social media,Liking posts regarding current events",Very important,Very important,Very important,Important,Important,Important,Yes,"The Elm,Kent County News",Neither connected nor disconnected,No,Agree,Agree,Agree,Neutral,Neutral,Agree,Neutral,Neutral,Neutral,No,No,No,No,No,Mostly True,Mostly True,Mostly True,Mostly True,My participation has decreased. I am less involved now than I was in my first semester.,No,Yes,I don't know,I don't know,I am less engaged than the average WAC student,Familiar,I feel neutral about my belonging,2028,No,Communications and Media Studies with a concentration in Business and Organizational Studies,Marketing,Woman,European American or White,
2025-04-01 08:49:28,2025-04-01 08:54:47,IP Address,76.78.85.23,100,318,True,2025-04-01 08:54:48,R_6K1sVHKgTAHXNLH,,,,,39.2147,-76.0795,anonymous,EN,Yes (continue to survey),,"Voting,Political engagement,Talking with people in the community,Volunteering or doing community service,Activism or awareness raising activities,Participating in research with community members,Contributing to community businesses with a social cause",Agree,Agree,Agree,Agree,Agree,Somewhat agree,Agree,Agree,Somewhat agree,Agree,Sometimes,Sometimes,Sometimes,Often,Often,Rarely,The Chestertown or local community,,Yes,Less than 4 hours per month,Important,Important,Very Important,Very Important,Very Important,Not really important,Sometimes/Occasionally,Sometimes/Occasionally,Often,Often,Often,Sometimes/Occasionally,Yes,Yes,No,Democrat,No,Conservative,I am sure that I VOTED in the 2024 Presidential Election,Kamala Harris,"Signing online petitions,Debating opinions or ideas with others with whom you disagree,Following elected officials or other representatives on social media,Liking posts regarding current events",Unimportant,Unimportant,Important,Important,Important,Important,Yes,The Elm,Connected,Yes,Agree,Neutral,Agree,Agree,Agree,Agree,Strongly Agree,Neutral,Neutral,Yes,Yes,No,No,No,Mostly True,Mostly True,Very True,Mostly True,My participation has increased. I am more involved than I was in my first semester.,Yes,Yes,I don't know,Yes,I am more engaged than the average WAC student,Somewhat familiar,I feel a sense of belonging,2028,No,Political science and env studies,,,,
2025-04-01 11:01:52,2025-04-01 11:06:50,IP Address,76.78.85.71,100,298,True,2025-04-01 11:06:51,R_5KryflEzhPMq8ZJ,,,,,39.2147,-76.0795,anonymous,EN,Yes (continue to survey),,"Voting,Political engagement,Volunteering or doing community service",Neither agree nor disagree,Agree,Somewhat agree,Somewhat agree,Somewhat agree,Agree,Agree,Agree,Somewhat agree,Neither agree nor disagree,Very Often,Very Often,Often,Sometimes,Rarely,Sometimes,The Chestertown or local community,,Yes,4 to 8 hours per month,Not really important,Important,Not at all important,Not at all important,Important,Important,Never,Often,Never,Never,Sometimes/Occasionally,Often,No,No,No,Republican,I don't know,Conservative,I am sure that I VOTED in the 2024 Presidential Election,Donald Trump,Signing online petitions,Very unimportant,Very unimportant,Important,Unimportant,Unimportant,Unimportant,No,,,Yes,Neutral,Agree,Neutral,Neutral,Strongly Agree,Neutral,Neutral,Neutral,Neutral,Yes,No,Yes,Yes,No,Mostly Untrue,Mostly Untrue,Very True,Very True,My participation has increased. I am more involved than I was in my first semester.,No,I don't know,I don't know,I don't know,I am as engaged as the average WAC student,Somewhat familiar,I feel a sense of belonging,2025,No,Biology,chemistry and public health,Woman,European American or White,
2025-04-01 11:02:10,2025-04-01 11:08:27,IP Address,76.78.85.86,100,377,True,2025-04-01 11:08:27,R_59aLmXEGdS2mTML,,,,,39.2147,-76.0795,anonymous,EN,Yes (continue to survey),,"Voting,Political engagement,Volunteering or doing community service",Somewhat agree,Agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Agree,Agree,Somewhat agree,Agree,Very Often,Very Often,Often,Very Often,Very Often,Often,Your home community,,No,,Not really important,Important,Important,Important,Very Important,Not really important,Often,Often,Often,Often,Often,Often,No,No,No,Democrat,Yes,Liberal,I am sure that I VOTED in the 2024 Presidential Election,Kamala Harris,"Following accounts/pages that post about current events,Debating opinions or ideas with others with whom you disagree",Important,Important,Important,Important,Important,Important,Yes,The Elm,Connected,Yes,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Strongly Agree,Agree,Agree,Strongly Agree,Strongly Agree,Yes,Yes,No,No,No,Very True,Mostly True,Very True,Mostly True,My participation has increased. I am more involved than I was in my first semester.,Yes,Yes,I don't know,Yes,I am as engaged as the average WAC student,Familiar,I feel a sense of belonging,2028,No,"political science and international studies double major ",NA,"Genderqueer, genderfluid, or non-binary","African American or Black,European American or White,Hispanic/Latinx",no?
2025-04-01 11:01:22,2025-04-01 11:08:34,IP Address,76.78.85.54,100,432,True,2025-04-01 11:08:34,R_30SGswXARds3xTX,,,,,39.2147,-76.0795,anonymous,EN,Yes (continue to survey),,"Voting,Talking with people in the community,Teaching or mentorship",Somewhat agree,Agree,Somewhat agree,Neither agree nor disagree,Neither agree nor disagree,Somewhat agree,Agree,Agree,Somewhat agree,Agree,Sometimes,Often,Often,Sometimes,Rarely,Sometimes,The Chestertown or local community,,No,,Important,Important,Not really important,Important,Important,Important,Never,Sometimes/Occasionally,Never,Never,Sometimes/Occasionally,Sometimes/Occasionally,No,Yes,No,Republican,I don't know,Conservative,I am sure that I VOTED in the 2024 Presidential Election,Donald Trump,,Important,Important,Important,Important,Important,Important,No,,,No,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,No,No,Yes,No,No,Mostly True,Mostly True,Mostly True,Mostly True,My participation has increased. I am more involved than I was in my first semester.,No,I don't know,I don't know,I don't know,I am less engaged than the average WAC student,Somewhat familiar,I feel a sense of belonging,2028,No,"Psychology ",Public Health,Woman,European American or White,
2025-04-01 11:01:20,2025-04-01 11:09:03,IP Address,76.78.85.8,100,463,True,2025-04-01 11:09:04,R_3UbaUYjhcJ5XhAt,,,,,39.2147,-76.0795,anonymous,EN,Yes (continue to survey),,"Voting,Political engagement,Talking with people in the community,Teaching or mentorship,Fundraising,Making donations to charities,Volunteering or doing community service,Protesting or rallying,Activism or awareness raising activities,Participating in research with community members,Contributing to community businesses with a social cause",Neither agree nor disagree,Somewhat agree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Somewhat disagree,Somewhat agree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Rarely,Sometimes,Rarely,Rarely,Rarely,Rarely,The Chestertown or local community,,Yes,Less than 4 hours per month,Not really important,Important,Very Important,Very Important,Very Important,Important,Sometimes/Occasionally,Sometimes/Occasionally,Never,Never,Sometimes/Occasionally,Never,No,No,No,Democrat,No,Liberal,"I thought about voting in the 2024 Presidential Election, but DIDN’T",Kamala Harris,"Following accounts/pages that post about current events,Reposting information regarding current events to your story/page/etc.,Signing online petitions,Following elected officials or other representatives on social media",Important,Important,Important,Important,Important,Important,No,,,Yes,Neutral,Agree,Strongly Agree,Agree,Agree,Agree,Agree,Neutral,Neutral,Yes,No,Yes,No,No,Mostly True,Mostly True,Very True,Very True,My participation has increased. I am more involved than I was in my first semester.,Yes,Yes,Yes,Yes,I am as engaged as the average WAC student,Unfamiliar,I feel a sense of belonging,2028,No,Psychology (Pre-Allied Health Track),CMS,Woman,European American or White,38
2025-04-01 11:01:21,2025-04-01 11:09:04,IP Address,76.78.85.75,100,462,True,2025-04-01 11:09:04,R_6nhFkLvUWwG0l0t,,,,,39.2147,-76.0795,anonymous,EN,Yes (continue to survey),,"Voting,Teaching or mentorship,Volunteering or doing community service,Protesting or rallying",Neither agree nor disagree,Somewhat agree,Neither agree nor disagree,Neither agree nor disagree,Somewhat disagree,Somewhat disagree,Neither agree nor disagree,Somewhat agree,Neither agree nor disagree,Neither agree nor disagree,Never,Sometimes,Sometimes,Often,Rarely,Rarely,The Washington College community,,No,,Important,Important,Important,Very Important,Important,Important,Sometimes/Occasionally,Sometimes/Occasionally,Never,Never,Sometimes/Occasionally,Never,Yes,Yes,No,,I don't know,,I DID NOT vote in the 2024 Presidential Election,,"Following accounts/pages that post about current events,Signing online petitions,Following elected officials or other representatives on social media,Liking posts regarding current events",Very important,Very important,Important,Very important,Very important,Very important,No,,,Yes,Strongly Agree,Strongly Agree,Strongly Agree,Neutral,Agree,Agree,Agree,Neutral,Neutral,No,No,Yes,No,No,Mostly True,Mostly True,Mostly True,Mostly True,My participation has stayed the same. I am as involved now as I was in my first semester.,No,Yes,I don't know,I don't know,I am as engaged as the average WAC student,Somewhat familiar,I feel a sense of belonging,2028,No,"Undecided ",,Woman,European American or White,
2025-04-01 11:02:04,2025-04-01 11:09:15,IP Address,76.78.85.12,100,431,True,2025-04-01 11:09:15,R_1pmTymu897HbpfD,,,,,39.2147,-76.0795,anonymous,EN,Yes (continue to survey),,Voting,Somewhat agree,Agree,Neither agree nor disagree,Somewhat agree,Somewhat agree,Somewhat agree,Neither agree nor disagree,Neither agree nor disagree,Somewhat agree,Neither agree nor disagree,Rarely,Sometimes,Rarely,Sometimes,Often,Sometimes,The Washington College community,,Yes,Less than 4 hours per month,Important,Important,Important,Important,Important,Important,Sometimes/Occasionally,Sometimes/Occasionally,Sometimes/Occasionally,Sometimes/Occasionally,Sometimes/Occasionally,Sometimes/Occasionally,No,No,No,Democrat,I don't know,Liberal,I am sure that I VOTED in the 2024 Presidential Election,Kamala Harris,"Following accounts/pages that post about current events,Following elected officials or other representatives on social media",Important,Unimportant,Very important,Unimportant,Important,Unimportant,No,,,No,Agree,Neutral,Disagree,Neutral,Neutral,Agree,Neutral,Neutral,Disagree,No,Yes,Yes,No,No,Mostly True,Mostly Untrue,Mostly True,Mostly True,My participation has increased. I am more involved than I was in my first semester.,Yes,Yes,Yes,Yes,I am less engaged than the average WAC student,Somewhat familiar,I feel neutral about my belonging,2028,No,psychology,spanish,Woman,"African American or Black,Hispanic/Latinx",47
2025-04-01 11:01:56,2025-04-01 11:09:17,IP Address,76.78.85.6,100,441,True,2025-04-01 11:09:17,R_3YHmJHAPpCzaB0t,,,,,39.2147,-76.0795,anonymous,EN,Yes (continue to survey),,"Voting,Political engagement,Volunteering or doing community service",Agree,Somewhat agree,Neither agree nor disagree,Somewhat agree,Somewhat disagree,Disagree,Neither agree nor disagree,Somewhat agree,Somewhat disagree,Somewhat agree,Often,Sometimes,Sometimes,Rarely,Never,Rarely,Your home community,,Yes,4 to 8 hours per month,Important,Important,Important,Very Important,Not really important,Not at all important,Sometimes/Occasionally,Sometimes/Occasionally,Never,Sometimes/Occasionally,Sometimes/Occasionally,Never,Yes,No,No,Republican,No,Middle of the Road,I am sure that I VOTED in the 2024 Presidential Election,Kamala Harris,"Signing online petitions,Following elected officials or other representatives on social media",Unimportant,Unimportant,Important,Important,Unimportant,Unimportant,No,,,No,Disagree,Neutral,Strongly Agree,Agree,Disagree,Neutral,Disagree,Neutral,Neutral,No,No,No,No,No,Very Untrue,Very Untrue,Very Untrue,Very Untrue,My participation has stayed the same. I am as involved now as I was in my first semester.,No,I don't know,I don't know,I don't know,I am less engaged than the average WAC student,Unfamiliar,I feel neutral about my belonging,2028,No,"Environmental Studies ",Education,Woman,European American or White,
2025-04-01 11:01:33,2025-04-01 11:09:24,IP Address,76.78.85.55,100,471,True,2025-04-01 11:09:25,R_6ELNozUk38WAwlv,,,,,39.2147,-76.0795,anonymous,EN,Yes (continue to survey),,"Voting,Talking with people in the community,Teaching or mentorship,Fundraising,Volunteering or doing community service,Participating in research with community members",Neither agree nor disagree,Somewhat agree,Somewhat disagree,Agree,Somewhat agree,Somewhat disagree,Agree,Agree,Somewhat agree,Somewhat agree,Sometimes,Often,Sometimes,Rarely,Rarely,Sometimes,Your home community,,Yes,Less than 4 hours per month,Important,Important,Important,Important,Important,Important,Sometimes/Occasionally,Sometimes/Occasionally,Never,Never,Sometimes/Occasionally,Sometimes/Occasionally,Yes,Yes,Yes,Democrat,Yes,Liberal,I am sure that I VOTED in the 2024 Presidential Election,Kamala Harris,"Following accounts/pages that post about current events,Signing online petitions,Posting your own opinions regarding current events,Following elected officials or other representatives on social media,Liking posts regarding current events",Very important,Very important,Important,Very important,Important,Important,No,,,Yes,Neutral,Strongly Agree,Strongly Agree,Agree,Strongly Agree,Strongly Agree,Neutral,Neutral,Neutral,Yes,No,Yes,No,No,Mostly True,Mostly True,Mostly True,Mostly True,My participation has decreased. I am less involved now than I was in my first semester.,No,Yes,I don't know,Yes,I am less engaged than the average WAC student,Unfamiliar,I feel neutral about my belonging,2028,No,Biology,,Woman,European American or White,
